Team	TeamID	TournamentID	Club	ClubID	SportID
FIVB World Championship Men - 2018/19	58	34	Brazil	82	13
FIVB World Championship Men - 2018/19	58	34	Bulgaria	88	13
FIVB World Championship Men - 2018/19	58	34	Cameroon	91	13
FIVB World Championship Men - 2018/19	58	34	Canada	92	4
FIVB World Championship Men - 2018/19	58	34	Canada	93	13
FIVB World Championship Men - 2018/19	58	34	China	113	4
FIVB World Championship Men - 2018/19	58	34	China	114	13
FIVB World Championship Men - 2018/19	58	34	Cuba	141	13
FIVB World Championship Men - 2018/19	58	34	Dominican Republic	153	13
FIVB World Championship Men - 2018/19	58	34	Egypt	162	13
FIVB World Championship Men - 2018/19	58	34	France	196	4
FIVB World Championship Men - 2018/19	58	34	France	197	7
FIVB World Championship Men - 2018/19	58	34	France	198	13
FIVB World Championship Men - 2018/19	58	34	Iran	349	13
FIVB World Championship Men - 2018/19	58	34	Italy	353	13
FIVB World Championship Men - 2018/19	58	34	Japan	355	4
FIVB World Championship Men - 2018/19	58	34	Japan	356	13
FIVB World Championship Men - 2018/19	58	34	Netherlands	469	13
FIVB World Championship Men - 2018/19	58	34	Poland	516	7
FIVB World Championship Men - 2018/19	58	34	Poland	517	13
FIVB World Championship Men - 2018/19	58	34	Puerto Rico	521	4
FIVB World Championship Men - 2018/19	58	34	Puerto Rico	522	13
FIVB World Championship Men - 2018/19	58	34	Russia	561	13
FIVB World Championship Men - 2018/19	58	34	Serbia	587	13
FIVB World Championship Men - 2018/19	58	34	Slovenia	612	13
FIVB World Championship Men - 2018/19	58	34	Tunisia	691	13
FIVB World Championship Men - 2018/19	58	34	USA	714	13
Champions League - 2018/19	59	15	Cocks	123	7
Champions League - 2018/19	59	15	Dinamo Baumit Bucuresti	150	7
Champions League - 2018/19	59	15	Elverum	167	7
Champions League - 2018/19	59	15	FC Barcelona	183	7
Champions League - 2018/19	59	15	HC Meshkov Brest	270	7
Champions League - 2018/19	59	15	Motor Zaporozhye	457	7
Champions League - 2018/19	59	15	Paris Handball	499	7
Champions League - 2018/19	59	15	Reale Ademar	538	7
Champions League - 2018/19	59	15	Rhein Neckar Löwen	542	7
Champions League - 2018/19	59	15	Wacker Thun	741	7
Champions League - 2018/19	59	15	Wisla Plock	757	7
College - 2018/19	60	18	Boston College Eagles	78	2
College - 2018/19	60	18	Charlotte 49ers	107	2
College - 2018/19	60	18	Florida Atlantic Owls	191	2
College - 2018/19	60	18	Illinois Fighting Illini	344	2
College - 2018/19	60	18	Miami Florida	439	2
College - 2018/19	60	18	North Carolina Tar Heels	478	2
College - 2018/19	60	18	Old Dominion	490	2
College - 2018/19	60	18	Penn St Nittany Lions	506	2
College - 2018/19	60	18	UCF Knights	702	2
College - 2018/19	60	18	USC Trojans	716	2
College - 2018/19	60	18	Wake Forest Demon Deacons	743	2
College - 2018/19	60	18	Washington St Cougars	748	2
Currie Cup - 2018	61	20	DHL Western Province	148	9
Currie Cup - 2018	61	20	Ford Pumas	192	9
Currie Cup - 2018	61	20	Golden Lions	213	9
Currie Cup - 2018	61	20	GWK Griquas	223	9
Currie Cup - 2018	61	20	Toyota Free State Cheetahs	682	9
Currie Cup - 2018	61	20	Vodacom Blue Bulls	739	9
Extraliga - 2018/19	62	31	1 SC Ssk Vitkovice	1	6
Extraliga - 2018/19	62	31	AC Sparta Prag	9	6
Extraliga - 2018/19	62	31	Belarus	56	11
Extraliga - 2018/19	62	31	Bulldogs Brno	89	6
Extraliga - 2018/19	62	31	Dukla Trencin	155	11
Extraliga - 2018/19	62	31	FBC Liberec	177	6
Extraliga - 2018/19	62	31	FBC Ostrava	178	6
Extraliga - 2018/19	62	31	FBC Pullo Trade Ceska Lipa	179	6
Extraliga - 2018/19	62	31	FBK Sokol Mlada Boleslav	180	6
Extraliga - 2018/19	62	31	FBS Bohemians	181	6
Extraliga - 2018/19	62	31	HC 05 Banska Bystrica	242	11
Extraliga - 2018/19	62	31	HC 07 Detva	243	11
Extraliga - 2018/19	62	31	HC Banik Karvina	249	7
Extraliga - 2018/19	62	31	HC Cement Hranice	252	7
Extraliga - 2018/19	62	31	HC Dinamo Maladzyechna	256	11
Extraliga - 2018/19	62	31	HC Kosice	266	11
Extraliga - 2018/19	62	31	HC Sparta Prag	282	11
Extraliga - 2018/19	62	31	HC Tatran Presov	286	7
Extraliga - 2018/19	62	31	HC THP Topvar Topolcany	287	7
Extraliga - 2018/19	62	31	HK Gomel	304	11
Extraliga - 2018/19	62	31	HK Lida	306	11
Extraliga - 2018/19	62	31	HK SKP Poprad	313	11
Extraliga - 2018/19	62	31	HKM Nitra	314	11
Extraliga - 2018/19	62	31	HKM Zvolen	315	11
Extraliga - 2018/19	62	31	Liptovsky Mikulas	411	11
Extraliga - 2018/19	62	31	MAC Budapest	422	11
Extraliga - 2018/19	62	31	Metallurg Zhlobin	436	11
Extraliga - 2018/19	62	31	Miskolci JJSE	442	11
Extraliga - 2018/19	62	31	Mountfield HK	458	11
Extraliga - 2018/19	62	31	Mshk Zilina	460	11
Extraliga - 2018/19	62	31	Neman Grodno	467	11
Extraliga - 2018/19	62	31	Nove Zamky	483	11
Extraliga - 2018/19	62	31	Panthers Otrokovice	498	6
Extraliga - 2018/19	62	31	Shakhter Soligorsk	592	11
Extraliga - 2018/19	62	31	Slovakia	610	11
Extraliga - 2018/19	62	31	Sokol Kral Vinohrady	614	6
Extraliga - 2018/19	62	31	Sokol Pardubice	616	6
Extraliga - 2018/19	62	31	Tatran Omlux Stresovice	657	6
Extraliga - 2018/19	62	31	TJ JM Chodov	669	6
Extraliga - 2018/19	62	31	TJ VHS Znojmo	670	6
Extraliga - 2018/19	62	31	Yunost Minsk	760	11
1. liga - 2018/19	63	2	MRK Krka	459	7
1. liga - 2018/19	63	2	RD Loka	535	7
1. liga - 2018/19	63	2	RD Ribnica Riko Hise	536	7
1. liga - 2018/19	63	2	RK Celje Pivovarna Lasko	547	7
1. liga - 2018/19	63	2	RK Cimos Koper	548	7
1. liga - 2018/19	63	2	RK Gorenje Velenje	549	7
1. liga - 2018/19	63	2	RK Jeruzalem Ormoz	550	7
1. liga - 2018/19	63	2	RK Maribor Branik	551	7
1. liga - 2018/19	63	2	RK Trimo Trebnje	552	7
LNH Division 1 Men - 2018/19	64	53	Chambery Savoie	103	7
LNH Division 1 Men - 2018/19	64	53	Dunkerque HB	156	7
LNH Division 1 Men - 2018/19	64	53	HBC Nantes	240	7
LNH Division 1 Men - 2018/19	64	53	Istres Ouest Provence	352	7
LNH Division 1 Men - 2018/19	64	53	Montpellier Handball	450	7
LNH Division 1 Men - 2018/19	64	53	OC Cesson Handball	487	7
LNH Division 1 Men - 2018/19	64	53	Paris Handball	499	7
LNH Division 1 Men - 2018/19	64	53	Pays Aix Universite Club Handball	502	7
LNH Division 1 Men - 2018/19	64	53	Pontault-Combault HB	518	7
LNH Division 1 Men - 2018/19	64	53	Saint Raphael	563	7
LNH Division 1 Men - 2018/19	64	53	Toulouse Handball	680	7
LNH Division 1 Men - 2018/19	64	53	Tremblay En France	687	7
LNH Division 1 Men - 2018/19	64	53	US Ivry Handball	712	7
LNH Division 1 Men - 2018/19	64	53	Usam Nimes	715	7
Liga ABA Super Cup - 2018/19	65	47	Crvena Zvezda Telekom	137	4
Liga ABA Super Cup - 2018/19	65	47	KK Cedevita Zagreb	375	4
Liga ABA Super Cup - 2018/19	65	47	KK Zadar	377	4
Liga ABA Super Cup - 2018/19	65	47	U. Olimpija Ljubljana	700	4
Women Bundesliga - 2018/19	66	88	SG BBM Bietigheim	589	7
Women Bundesliga - 2018/19	66	88	TSV Bayer 04 Leverkusen	689	7
NPC - 2018	67	65	Auckland	37	9
NPC - 2018	67	65	Bay of Plenty	50	9
NPC - 2018	67	65	Canterbury	94	9
NPC - 2018	67	65	Counties Manukau	133	9
NPC - 2018	67	65	Hawke´s Bay	238	9
NPC - 2018	67	65	Manawatu	428	9
NPC - 2018	67	65	North Harbour	479	9
NPC - 2018	67	65	Northland	480	9
NPC - 2018	67	65	Otago	496	9
NPC - 2018	67	65	Southland	623	9
NPC - 2018	67	65	Taranaki	655	9
NPC - 2018	67	65	Tasman	656	9
NPC - 2018	67	65	Waikato	742	9
NPC - 2018	67	65	Wellington	749	9
LKL - 2018/19	68	50	Aviv - BC Zalgiris Kaunas	42	4
LKL - 2018/19	68	50	BC Alytaus Dzukija	52	4
LKL - 2018/19	68	50	BC Lietkabelis	53	4
LKL - 2018/19	68	50	Juventus Utena	364	4
LKL - 2018/19	68	50	KK Prienai	376	4
LKL - 2018/19	68	50	Lietuvos Rytas	404	4
LKL - 2018/19	68	50	Neptunas Klaipeda	468	4
LKL - 2018/19	68	50	Nevezis Kedainiai	470	4
LKL - 2018/19	68	50	Pieno Zvaigzdes	512	4
LKL - 2018/19	68	50	Siauliai	595	4
Division De Honor Femenina - 2018/19	69	22	Baseti	49	7
Division De Honor Femenina - 2018/19	69	22	Mecalia Atletico Guardes	431	7
Division De Honor Femenina - 2018/19	69	22	Rocasa ACE Gran Canaria	553	7
Division De Honor Femenina - 2018/19	69	22	Zuazo - Handbol Canyamelar Valencia	765	7
NB I - 2018/19	70	62	Balatonfuredi Kse	45	7
NB I - 2018/19	70	62	Eger Sbs	161	7
NB I - 2018/19	70	62	FTC Budapest	203	7
NB I - 2018/19	70	62	MKB Veszprem KC	443	7
NB I - 2018/19	70	62	Pick Szeged	511	7
1. Division - 2018/19	71	1	Ajax Copenhagen	16	7
1. Division - 2018/19	71	1	FHK Elite	188	7
1. Division - 2018/19	71	1	Hoj	317	7
1. Division - 2018/19	71	1	Randers HH	526	7
1. Division - 2018/19	71	1	Thyboron Handball - Otterup HK	665	7
SM-liiga - 2018/19	72	77	Aifk	12	7
SM-Liiga - 2018/19	72	77	Ässät Pori	35	11
SM-liiga - 2018/19	72	77	Grifk	220	7
SM-Liiga - 2018/19	72	77	HIFK Hockey	299	11
SM-Liiga - 2018/19	72	77	HPK Hämeenlinna	320	11
SM-Liiga - 2018/19	72	77	Ilves Tampere	345	11
SM-Liiga - 2018/19	72	77	Jukurit	363	11
SM-Liiga - 2018/19	72	77	Kalpa Hockey	368	11
SM-Liiga - 2018/19	72	77	Kärpät Oulu	370	11
SM-Liiga - 2018/19	72	77	Kookoo Kouvola	380	11
SM-Liiga - 2018/19	72	77	Pelicans Lahti	504	11
SM-Liiga - 2018/19	72	77	Rauma Lukko	532	11
SM-Liiga - 2018/19	72	77	Saipa Lappeenranta	564	11
SM-Liiga - 2018/19	72	77	Tappara Tampere	654	11
SM-Liiga - 2018/19	72	77	TPS Turku	684	11
SM-Liiga - 2018/19	72	77	Vaasan Sport	718	11
Pro D2 - 2018	73	70	AS Beziers Herault	32	9
Pro D2 - 2018	73	70	Aviron Bayonne	41	9
Pro D2 - 2018	73	70	Biarritz Olympique	64	9
Pro D2 - 2018	73	70	Bourg	80	9
Pro D2 - 2018	73	70	Colomiers Rugby	125	9
Pro D2 - 2018	73	70	Pays D Aix	503	9
Pro D2 - 2018	73	70	RC Massy	534	9
Pro D2 - 2018	73	70	Soyaux Angoulême	624	9
Pro D2 - 2018	73	70	Stade Aurillacois	637	9
Pro D2 - 2018	73	70	US Carcassonne	711	9
Pro D2 - 2018	73	70	US Montauban	713	9
Pro D2 - 2018	73	70	USON Nevers	717	9
National League B - 2018/19	74	61	de-Fonds - HC Biasca	145	11
National League B - 2018/19	74	61	HC Ajoie	244	11
National League B - 2018/19	74	61	HC La Chaux-de-Fonds	268	11
National League B - 2018/19	74	61	Hockey Academy Zug	316	11
AFL - 2018	75	7	Collingwood Magpies	124	12
AFL - 2018	75	7	Greater Western Sydney	217	12
AFL - 2018	75	7	Hawthorn Hawks	239	12
AFL - 2018	75	7	Melbourne Demons	433	12
AFL - 2018	75	7	Richmond Tigers	545	12
Ligue Magnus - 2018/19	76	49	Anglet Hormadi Elite	25	11
Ligue Magnus - 2018/19	76	49	ASG Angers	34	11
Ligue Magnus - 2018/19	76	49	Bordeaux Ghc	76	11
Ligue Magnus - 2018/19	76	49	Chamonix	105	11
Ligue Magnus - 2018/19	76	49	CSG Strasbourg	138	11
Ligue Magnus - 2018/19	76	49	Grenoble MH 38	219	11
Ligue Magnus - 2018/19	76	49	HC Amiens Somme	247	11
Ligue Magnus - 2018/19	76	49	HC Nice	272	11
Ligue Magnus - 2018/19	76	49	Lyon HC	419	11
Ligue Magnus - 2018/19	76	49	Morzine HC - Scorpions de Mulhouse	456	11
Ligue Magnus - 2018/19	76	49	Rapaces de Gap	528	11
Ligue Magnus - 2018/19	76	49	Rouen HE	557	11
Damehandboldligaen - 2018/19	77	21	Ajax Copenhagen	16	7
Damehandboldligaen - 2018/19	77	21	FC Midtjylland	184	7
Damehandboldligaen - 2018/19	77	21	Kobenhavn H.b.	379	7
Damehandboldligaen - 2018/19	77	21	Randers HK	527	7
Damehandboldligaen - 2018/19	77	21	Team TVIS Holstebro	661	7
Damehandboldligaen - 2018/19	77	21	Viborg HK	730	7
Mestaruusliiga - 2018/19	78	55	Akaa Volley	18	13
Mestaruusliiga - 2018/19	78	55	Savo Volley	572	13
Mestaruusliiga - 2018/19	78	55	Team Lakkapää	660	13
Mestaruusliiga - 2018/19	78	55	Valepa	721	13
Handboldligaen - 2018/19	79	35	AaB Handball	5	7
Handboldligaen - 2018/19	79	35	Aarhus Handball	7	7
Handboldligaen - 2018/19	79	35	Bjerringbro	67	7
Handboldligaen - 2018/19	79	35	GOG Handbold	212	7
Handboldligaen - 2018/19	79	35	Lemvig-Thyboron Handball	403	7
Handboldligaen - 2018/19	79	35	Mors-Thy Handbold	455	7
Handboldligaen - 2018/19	79	35	Nordsjaelland Handball	477	7
Handboldligaen - 2018/19	79	35	Ribe-Esbjerg HH	543	7
Handboldligaen - 2018/19	79	35	Skanderborg Handball	603	7
Handboldligaen - 2018/19	79	35	Skjern Handbold	607	7
Handboldligaen - 2018/19	79	35	Sønderjyske	618	7
Handboldligaen - 2018/19	79	35	Team TVIS Holstebro	661	7
Handboldligaen - 2018/19	79	35	TMS Ringsted	673	7
FIBA World Championship - 2018/19	80	33	Argentina	28	4
FIBA World Championship - 2018/19	80	33	Argentina	29	9
FIBA World Championship - 2018/19	80	33	Argentina	30	13
FIBA World Championship - 2018/19	80	33	Australia	38	4
FIBA World Championship - 2018/19	80	33	Australia	39	9
FIBA World Championship - 2018/19	80	33	Australia	40	13
FIBA World Championship - 2018/19	80	33	Belgium	57	4
FIBA World Championship - 2018/19	80	33	Belgium	58	13
FIBA World Championship - 2018/19	80	33	Canada	92	4
FIBA World Championship - 2018/19	80	33	Canada	93	13
FIBA World Championship - 2018/19	80	33	China	113	4
FIBA World Championship - 2018/19	80	33	China	114	13
FIBA World Championship - 2018/19	80	33	France	196	4
FIBA World Championship - 2018/19	80	33	France	197	7
FIBA World Championship - 2018/19	80	33	France	198	13
FIBA World Championship - 2018/19	80	33	Greece	218	4
FIBA World Championship - 2018/19	80	33	Japan	355	4
FIBA World Championship - 2018/19	80	33	Japan	356	13
FIBA World Championship - 2018/19	80	33	Nigeria	475	4
FIBA World Championship - 2018/19	80	33	Puerto Rico	521	4
FIBA World Championship - 2018/19	80	33	Puerto Rico	522	13
FIBA World Championship - 2018/19	80	33	Senegal	585	4
FIBA World Championship - 2018/19	80	33	South Korea	621	4
FIBA World Championship - 2018/19	80	33	Spain	625	4
FIBA World Championship - 2018/19	80	33	Turkey	692	4
KOVO Cup - 2018/19	81	43	Ansan Rush&Cash	26	13
KOVO Cup - 2018/19	81	43	Cheonan Hyundai Capital Skywalkers	111	13
KOVO Cup - 2018/19	81	43	Deajeon Bluefangs	143	13
KOVO Cup - 2018/19	81	43	Incheon Korean Air Jumbos	346	13
KOVO Cup - 2018/19	81	43	JT Thunders	362	13
KOVO Cup - 2018/19	81	43	Seoul Woori Card Hansae	586	13
KOVO Cup - 2018/19	81	43	Suwon Kepco	651	13
KOVO Cup - 2018/19	81	43	Western KB Star Insurance	751	13
National League - 2018/19	82	59	Chur Uhc	116	6
National League - 2018/19	82	59	Floorball Köniz	190	6
National League - 2018/19	82	59	Grasshopper Club Zurich	216	6
National League - 2018/19	82	59	HC Rychenberg Winterthur	277	6
National League - 2018/19	82	59	Kloten-Bülach Jets	378	6
National League - 2018/19	82	59	SV Wiler Ersigen	652	6
National League - 2018/19	82	59	Tigers Langnau	666	6
National League - 2018/19	82	59	UHC Alligator Malans	703	6
National League - 2018/19	82	59	UHC Thun	704	6
National League - 2018/19	82	59	UHC Uster	705	6
National League - 2018/19	82	59	Waldkirch St.Gallen	745	6
National League - 2018/19	82	59	Zug United	766	6
LNB - 2018/19	83	51	Argentino Junin	31	4
LNB - 2018/19	83	51	Boca Juniors	73	4
LNB - 2018/19	83	51	Club Atletico San Lorenzo De Almagro	121	4
LNB - 2018/19	83	51	Club Deportivo Hispano Americano	122	4
LNB - 2018/19	83	51	Comunicaciones	127	4
LNB - 2018/19	83	51	Estudiantes de Concordia	173	4
LNB - 2018/19	83	51	Instituto Atletico Central Cordoba	347	4
LNB - 2018/19	83	51	Obras Sanitarias	486	4
LNB - 2018/19	83	51	Penarol Mar Del Plata	505	4
LNB - 2018/19	83	51	Quimsa Santiago del Estero	523	4
LNB - 2018/19	83	51	San Martin Corrientes	567	4
Meistriliiga - 2018/19	84	54	Coop Polva	129	7
Meistriliiga - 2018/19	84	54	HC Kehra	264	7
Ekstraliga - 2018/19	85	24	GKS Katowice	209	11
Ekstraliga - 2018/19	85	24	Gorniczy Klub Sportowy Tychy	214	11
Ekstraliga - 2018/19	85	24	JKH GKS Jastrzebie	359	11
Ekstraliga - 2018/19	85	24	KH Zaglebie Sosnowiec	372	11
Ekstraliga - 2018/19	85	24	KS Stoczniowiec Gdansk	388	11
Ekstraliga - 2018/19	85	24	MKS Cracovia Krakow	444	11
Ekstraliga - 2018/19	85	24	Orlik Opole	494	11
Ekstraliga - 2018/19	85	24	TH Unia Oswiecim	663	11
Ekstraliga - 2018/19	85	24	TKH Nesta Torun	671	11
Ekstraliga - 2018/19	85	24	TMH Polonia Bytom	672	11
Club Friendlies - 2018/19	86	17	Banco Di Sardegna Sassari	47	4
Club Friendlies - 2018/19	86	17	Brynäs IF	85	11
Club Friendlies - 2018/19	86	17	Efes Anadolu Istanbul	160	4
Club Friendlies - 2018/19	86	17	Färjestads BK	176	11
Club Friendlies - 2018/19	86	17	Gasterra Flames Groningen	206	4
Club Friendlies - 2018/19	86	17	HC Ambri Piotta	246	11
Club Friendlies - 2018/19	86	17	HC Davos	255	11
Club Friendlies - 2018/19	86	17	IF Björklöven	333	11
Club Friendlies - 2018/19	86	17	Luleaa Hockey	418	11
Club Friendlies - 2018/19	86	17	Mora IK	452	11
Club Friendlies - 2018/19	86	17	Telnet BC Oostende	662	4
Club Friendlies - 2018/19	86	17	Timraa IK	667	11
2nd Bundesliga - 2018/19	87	6	DHC Rheinland	147	7
2nd Bundesliga - 2018/19	87	6	EHV Aue	165	7
2nd Bundesliga - 2018/19	87	6	HC Elbflorenz Dresden	260	7
2nd Bundesliga - 2018/19	87	6	HC Rhein Vikings	275	7
2nd Bundesliga - 2018/19	87	6	HSC 2000 Coburg	321	7
2nd Bundesliga - 2018/19	87	6	HSG Nordhorn	323	7
2nd Bundesliga - 2018/19	87	6	HSV Hamburg	325	7
2nd Bundesliga - 2018/19	87	6	Lingen - Dessau-Rosslauer HV 2006	408	7
2nd Bundesliga - 2018/19	87	6	TUS N	693	7
2nd Bundesliga - 2018/19	87	6	Tusem Essen	694	7
2nd Bundesliga - 2018/19	87	6	TV Emsdetten	695	7
2nd Bundesliga - 2018/19	87	6	TV Grosswallstadt	696	7
2nd Bundesliga - 2018/19	87	6	TV Hüttenberg	697	7
2nd Bundesliga - 2018/19	87	6	Wilhelmshavener HV	754	7
HockeyEttan Norra - 2018/19	88	37	Bodens HF	75	11
HockeyEttan Norra - 2018/19	88	37	Kiruna AIF	374	11
HockeyEttan Norra - 2018/19	88	37	Piteå HC	513	11
HockeyEttan Norra - 2018/19	88	37	SK Lejon	599	11
HockeyEttan Norra - 2018/19	88	37	Team Kiruna	659	11
